trading_date,S_raw,S_MA,S_Vol
2015-03-25,0.10255641253822878,0.06350018490139807,0.03965140977745185
2015-03-26,0.030223084678777552,0.04998326772832669,0.036420336929176775
2015-03-27,0.04520850346007694,0.057014015356680756,0.029525919867894768
2015-03-30,-0.0006087701731851275,0.049445227164967666,0.039146742273053696
2015-03-31,-0.00497904286047527,0.03448003752868457,0.04346221897908696
2015-04-01,0.09548764387995502,0.03306628379702982,0.040722842528939054
2015-04-02,0.1226102021880666,0.05154370729888763,0.056869045309831445
2015-04-03,0.05104141319141186,0.05271028924515462,0.056766332853001415
2015-04-06,0.10456929800922737,0.07374590288163711,0.05129233780431994
2015-04-07,0.07213240616878788,0.08916819268748974,0.02801502652593414
2015-04-08,0.021360047246457833,0.07434267336079031,0.04061525530278516
2015-04-09,0.07115904138676107,0.06405244120052919,0.030615897166077908
2015-04-10,0.12937248677665364,0.07971865591757755,0.040680470509647036
2015-04-13,0.049969357264414,0.06879866776861487,0.039657402763120624
2015-04-14,0.12919193523426442,0.08021057358171017,0.04815577158474196
2015-04-15,-0.08091877153621854,0.059754809825174914,0.08614378010275585
2015-04-16,0.09018257982901356,0.0635595175136254,0.08718717951696119
2015-04-17,0.052369676195874015,0.04815895539746948,0.07907970053452963
2015-04-20,0.03190843357005297,0.044546770658597266,0.07938822119547764
2015-04-21,0.05020069621543028,0.028748522854830438,0.06486370032256612
2015-04-22,-0.05509873174089454,0.03391253081389524,0.05408167488004499
2015-04-23,0.031877252780028745,0.022251465404098277,0.044320514266468825
2015-04-24,0.05921261520266799,0.023620053205457073,0.0455710619518061
2015-04-27,0.11366381711707833,0.039971129914862145,0.061256184120831246
2015-04-28,0.012184755766698526,0.03236794182511579,0.062023537040675994
2015-04-29,-0.00407915178558256,0.04257185781617819,0.04621971637825444
2015-04-30,0.009424184973571982,0.038081244254886834,0.04855052604133678
2015-05-01,0.07836908638225931,0.041912538490805104,0.05131226856975468
2015-05-04,0.047045150771487784,0.02858880522168699,0.033623964691437865
2015-05-05,0.002051156926695257,0.026562085453686334,0.03513153846510706
2015-05-06,0.05205840111333929,0.03778959603347071,0.031693026454051525
2015-05-07,0.029030440328404038,0.041710847104437114,0.028341828264641107
2015-05-08,0.07031744360185312,0.04010051854835588,0.025858180443782644
2015-05-11,-0.015580259524781086,0.027575436489102108,0.03515079910404976
2015-05-12,0.000706575285076342,0.027306520160778325,0.035399152482355305
2015-05-13,-0.00501679131059489,0.01589148167599149,0.034615839299430566
2015-05-14,-0.06115494862007538,-0.002145596113704394,0.04724898049840651
2015-05-15,0.02419388770905075,-0.011370307292264866,0.031413629343593125
2015-05-18,0.01974428955527186,-0.00430539747625428,0.034088466230491644
2015-05-19,0.004189151708416837,-0.0036088821915861804,0.03425166399961859
2015-05-20,-0.010613861850070037,-0.00472829629948121,0.034400319908304215
2015-05-21,-0.0725291638972574,-0.007003139354917615,0.03911727252583669
2015-05-22,-0.025725316530043375,-0.01698698020273644,0.03535365635127526
2015-05-25,-0.02481563122722459,-0.02589896435923573,0.028785883521334887
2015-05-26,-0.050833150875082056,-0.03690342487593551,0.02462436056430654
2015-05-27,-0.021873544953676372,-0.03915536149665678,0.021993388816140574
2015-05-28,0.003254690079990699,-0.023998590701207155,0.019176808192464756
2015-05-29,0.07417622620955243,-0.004018282153287997,0.04772381306754853
2015-06-01,-0.01463398928304094,-0.001981953764451265,0.04682328394519886
2015-06-02,-0.013757711007271016,0.005433134209110943,0.03951895440441412
2015-06-03,-0.033670334613195095,0.0030737762772071976,0.041840723961997006
2015-06-04,-0.129237758501662,-0.02342471343912334,0.07245351000151688
2015-06-05,-0.03801227017885131,-0.04586241271680409,0.0478739127634033
2015-06-08,-0.037096510948883624,-0.05035491704997262,0.04518948915633074
2015-06-09,0.07960074733379613,-0.031683225381759196,0.07411868621908237
2015-06-10,-0.05666244078907688,-0.03628164661693555,0.07498100392325725
2015-06-11,-0.035477544256960654,-0.017529603767995283,0.054977759335469334
2015-06-12,-0.0558262733102457,-0.02109240439427416,0.057170454824611985
2015-06-15,-0.11608336914949263,-0.03688977603439596,0.07175167389031291
2015-06-16,-0.004087858039738108,-0.053627497109102806,0.040921809832614855
2015-06-17,-0.027230354844456038,-0.04774107992017864,0.04246388695084286
2015-06-18,-0.02888960873369139,-0.04642349281552478,0.04303786199364473
2015-06-19,-0.11753867593831967,-0.058765973341139574,0.05388947745587001
2015-06-22,-0.005569279242963632,-0.036663155359833784,0.04668574383314649
2015-06-23,-0.1494505237642271,-0.06573568850473158,0.063545287527492
2015-06-24,-0.05367106000689413,-0.0710238295372192,0.06057038597865051
2015-06-25,0.022848274621762032,-0.06067625286612852,0.07276057361666496
2015-06-26,-0.13986423956941785,-0.06514136559234815,0.07764360922557426
2015-06-29,-0.12231522643716855,-0.08849055503118915,0.07264333050756393
2015-06-30,-0.09267836367447713,-0.07713612301323916,0.06473989919279544
2015-07-01,-0.12649065870696374,-0.09170004275325308,0.0663131593476303
2015-07-02,-0.18249902338930488,-0.13276950235546645,0.032708468787405
2015-07-03,-0.10517739468688275,-0.12583213337895943,0.03445914025895474
2015-07-06,-0.16534882622622837,-0.13443885333677139,0.03849854421446495
2015-07-07,-0.09216821861521302,-0.13433682432491859,0.03863731240609582
2015-07-08,-0.16541705957196787,-0.1421221044979194,0.04053619805529354
2015-07-09,-0.045528659106373826,-0.11472803164133319,0.05128487931691011
2015-07-10,-0.16574682641759517,-0.12684191798747566,0.055449361872681804
2015-07-13,-0.1462230110624094,-0.12301675495471187,0.05272146705537955
2015-07-14,-0.09295459320726254,-0.12317402987312179,0.052607485331287465
2015-07-15,-0.19865670415699643,-0.12982195879012748,0.060750258880120464
2015-07-16,-0.12919382844962543,-0.1465549926587778,0.03955198439999308
2015-07-17,-0.07863113250525497,-0.1291318538763098,0.04739444416245621
2015-07-20,-0.22774981061711835,-0.14543721378725158,0.06536245726431575
2015-07-21,-0.14149511487426483,-0.15514531812065202,0.05890433241849395
2015-07-22,-0.14104547636993645,-0.14362307256324006,0.053667111949122714
2015-07-23,-0.11822082311226845,-0.14142847149576862,0.054620567193345425
2015-07-24,-0.22238931331869688,-0.170180107658457,0.05101836594874616
2015-07-27,-0.22974982451924453,-0.17058011043888224,0.051587244337444695
2015-07-28,-0.14076850897454607,-0.17043478925893848,0.05169057974373274
2015-07-29,-0.15510632555010645,-0.17324695909497248,0.050048358436178
2015-07-30,-0.16047029870758692,-0.1816968542140362,0.04122413280008528
2015-07-31,-0.15865938575914268,-0.16895086870212533,0.03485779859641451
2015-08-03,-0.21291545590995473,-0.16558399498026738,0.02756790343207533
2015-08-04,-0.170177656586404,-0.17146582450263897,0.023834171829336018
2015-08-05,-0.16995470183712658,-0.17443549976004302,0.022151898435694987
2015-08-06,-0.22308394347336258,-0.18695822871319812,0.02894122038867291
2015-08-07,-0.09677399492435096,-0.1745811505462398,0.049791535782026
2015-08-10,-0.169003999366708,-0.16579885923759044,0.04497980265225164
2015-08-11,-0.25482863783191223,-0.1827290554866921,0.06034629332384162
2015-08-12,-0.16493684880904014,-0.18172548488107482,0.06065278890785309
2015-08-13,-0.24893132530621942,-0.18689496124764618,0.06593088932700603
2015-08-14,-0.1632058105138529,-0.2001813243655466,0.047287098496154395
2015-08-17,-0.14692163053639867,-0.19576485059948467,0.05174775822873835
2015-08-18,-0.24810399200102387,-0.19441992143330702,0.04988269367952801
2015-08-19,-0.1610452072785979,-0.19364159312721857,0.05048446175231283
2015-08-20,-0.19064339556744542,-0.18198400717946378,0.040209643330979324
2015-08-21,-0.17217081912319798,-0.1837770089013328,0.03935373356226964
2015-08-24,-0.12034723464586833,-0.17846212972322673,0.04668683707815254
2015-08-25,-0.22928978078498724,-0.1746992874800194,0.03994154869195712
2015-08-26,-0.2564599215240222,-0.19378223032910427,0.05258061211575809
2015-08-27,-0.2649196829870455,-0.20863748781302424,0.06124984611062963
2015-08-28,-0.26282234750111944,-0.2267677934886086,0.06117355590640785
2015-08-31,-0.22739077926837642,-0.24817650241311018,0.018386166312938233
2015-09-01,-0.2078969618740848,-0.24389793863092973,0.025131688357201296
2015-09-02,-0.21245296404792108,-0.23509654713570946,0.027249163243084108
2015-09-03,-0.18617448526731203,-0.21934750759176275,0.02843349724557756
2015-09-04,-0.22804207481583696,-0.21239145305470628,0.01715703487577546
2015-09-07,-0.15708559737815345,-0.19833041667666168,0.027489314051292905
2015-09-08,-0.24397617195593338,-0.2055462586930314,0.03447580258680436
2015-09-09,-0.09562614073985007,-0.18218089403141718,0.05928606977854961
2015-09-10,-0.20115213845742813,-0.18517642466944043,0.05991336579646392
2015-09-11,-0.2760033828999362,-0.19476868628626026,0.07125738657947496
2015-09-14,-0.2873087326401629,-0.2208133133386622,0.0775604483074002
2015-09-15,-0.21016726084032167,-0.21405153111553982,0.07650278505859877
2015-09-16,-0.24589859080846557,-0.24410602112926294,0.038353633342924694
2015-09-17,-0.19936747503578842,-0.24374908844493498,0.03885829778721819
2015-09-18,-0.2116548846675182,-0.23087938879845135,0.03606044158091881
2015-09-21,-0.23911449301813598,-0.22124054087404596,0.02012728829597597
2015-09-22,-0.27787588528943225,-0.23478226576386813,0.030775331346645694
2015-09-23,-0.3112484962036184,-0.24785224684289867,0.04652384809460654
2015-09-24,-0.2577085727562342,-0.25952046638698784,0.037826945068288
2015-09-25,-0.19234635920286106,-0.2556587612940564,0.044357057004254054
2015-09-28,-0.22415195599029875,-0.25266625388848896,0.04621791992592256
2015-09-29,-0.2967409417434771,-0.25643926517929794,0.049447596029170905
2015-09-30,-0.2252995340839698,-0.23924947275536818,0.0395867567551933
2015-10-01,-0.21410476721726612,-0.23052871164757457,0.039305548952530966
2015-10-02,-0.27688335991526214,-0.2474361117900548,0.03688246600268967
2015-10-05,-0.224232255916815,-0.24745217177535808,0.03686980783860071
2015-10-06,-0.22814470182521895,-0.23373292379170643,0.02469735636126918
2015-10-07,-0.2872493716295738,-0.24612289130082723,0.03341096114218121
2015-10-08,-0.2111668457122042,-0.24553530699981488,0.03413285761032529
2015-10-09,-0.19988258412006155,-0.23013515184077474,0.03382253193035778
2015-10-12,-0.17254574222029365,-0.21979784910147043,0.04278799903374371
2015-10-13,-0.17269630585356446,-0.20870816990713953,0.04705643406597855
2015-10-14,-0.29287035891534413,-0.2098323673642936,0.04941018756050828
2015-10-15,-0.2693918248806118,-0.22147736319797512,0.05619827632232859
2015-10-16,-0.19517656847404802,-0.22053616006877244,0.05668763765019087
2015-10-19,-0.19358179951091808,-0.22474337152689733,0.052888815585106656
2015-10-20,-0.19177746676101912,-0.22855960370838826,0.04871843323500658
2015-10-21,-0.023069054110835013,-0.17459934274748642,0.09086512927309841
2015-10-22,-0.1852549905544798,-0.15777197588226005,0.07539564585307751
2015-10-23,-0.15503436864070136,-0.1497435359155907,0.07249849198323036
2015-10-26,-0.16204613158629913,-0.1434364023306669,0.0690195374409725
2015-10-27,-0.17503189775388853,-0.1400872885292408,0.06644569248410326
2015-10-28,-0.2211431201446105,-0.17970210173599588,0.025933731529591785
2015-10-29,-0.1651336849974253,-0.17567784062458497,0.026413370330052168
2015-10-30,-0.23935156591916898,-0.19254128008027852,0.03534464929353337
2015-11-02,-0.21010649251036864,-0.2021533522650924,0.0312793857130597
2015-11-03,-0.22001756642557244,-0.21115048599942918,0.02780474176262901
2015-11-04,-0.18906959527755043,-0.20473578102601717,0.028611123083420138
2015-11-05,-0.07477593341111055,-0.18666423070875424,0.06512049751089047
2015-11-06,-0.28115092958176213,-0.19502410344127286,0.07544047387856186
2015-11-09,-0.15068836126961158,-0.18314047719312146,0.07713160361670754
2015-11-10,-0.26278744220514655,-0.1916944523490363,0.08428375284784745
2015-11-11,-0.20283682063202316,-0.1944478974199308,0.08440136132489799
2015-11-12,-0.1218213392034479,-0.20385697857839827,0.06892920847034771
2015-11-13,-0.1700253722504902,-0.1816318671121439,0.054095720597782955
2015-11-16,-0.2240408142715612,-0.19630235771253382,0.053549719236043535
2015-11-17,-0.2027785315958547,-0.18430057559067545,0.03991162179964229
2015-11-18,-0.12984070243987866,-0.16970135195224656,0.04452063838225597
2015-11-19,-0.19709557528296556,-0.18475619916815006,0.03623898003342397
2015-11-20,-0.14646234659452084,-0.1800435940369562,0.039973220232712145
2015-11-23,-0.15166809375506232,-0.16556904993365645,0.032454910398794855
2015-11-24,-0.18314351782375612,-0.16164204717923672,0.027660868021718823
2015-11-25,-0.03994057112529384,-0.14366202091631977,0.06173332062845156
2015-11-26,-0.11197564196105314,-0.12663803425193726,0.05464387608085404
2015-11-27,-0.2414241892648821,-0.14563040278600953,0.07570191622853466
2015-11-30,-0.1273035912907211,-0.14075750229314127,0.0759996924236661
2015-12-01,-0.16614081099493852,-0.13735696092737776,0.07398265444371956
2015-12-02,-0.08682310993904586,-0.14673346869012818,0.06024503141062764
2015-12-03,-0.1654344051078106,-0.15742522131947967,0.057201192887918896
2015-12-04,-0.1278812972027711,-0.13471664290705745,0.032888162916006256
2015-12-07,-0.09320596349593227,-0.1278971173480997,0.037954507527497426
2015-12-08,-0.07145541105978775,-0.10896003736106954,0.03772333389106259
2015-12-09,-0.17102508539098069,-0.1258004324514565,0.04369276764148714
2015-12-10,-0.12398394488380476,-0.11751034040665534,0.03783203498588986
2015-12-11,-0.12723857480962736,-0.1173817959280266,0.03778905485061686
2015-12-14,-0.13237629953439745,-0.1252158631357196,0.035516024149513215
2015-12-15,-0.007644060067342293,-0.11245359293723053,0.061571334344400375
2015-12-16,-0.07186533646537607,-0.0926216431521096,0.05341903341873404
2015-12-17,-0.1513493014247526,-0.09809471446029917,0.058587421547041774
2015-12-18,-0.03859804015030334,-0.08036660752843436,0.06092824598466938
2015-12-21,0.025432963224864755,-0.048804754976581925,0.06774362158457499
2015-12-22,-0.025235292720934208,-0.052323001507300314,0.06549087629954785
2015-12-23,-0.14901308784123415,-0.06775255178247193,0.07895083018105384
2015-12-24,-0.09344697488142255,-0.056172086473805914,0.06695928854333441
2015-12-25,-0.002087363710805548,-0.048869951185906355,0.07121076028640988
2015-12-28,-0.09702332862676116,-0.07336120955623154,0.05933507712241352
2015-12-29,-0.03566741259264286,-0.07544763353057327,0.05737063304030598
2015-12-30,-0.015359107488309633,-0.04871683745998836,0.044135121340446316
2015-12-31,-0.09668595179224611,-0.049364632842153075,0.044971625178379805
2016-01-01,-0.04958279028633,-0.05886371815725797,0.03675436229814466
2016-01-04,-0.20495773281003232,-0.0804505989939122,0.07576422426956271
2016-01-05,-0.09042460018882204,-0.09140203651314804,0.07151074694332833
2016-01-06,-0.048169732635016255,-0.09796416154248935,0.0638872939891062
2016-01-07,-0.09429407567091926,-0.097485786318224,0.06390820923180579
2016-01-08,0.05332235970156707,-0.07690475632064457,0.09309610991759233
2016-01-11,-0.09623045512037309,-0.05515930078271273,0.06379485949255437
2016-01-12,-0.043184857654381244,-0.04571135227582457,0.060688886300924325
2016-01-13,-0.011141071310275528,-0.03830562001087642,0.06254478399901177
2016-01-14,0.057851746793332104,-0.00787645551802615,0.0654394028601843
2016-01-15,-0.08257930036704061,-0.035056787531747687,0.061787194444244097
2016-01-18,0.05075518010646717,-0.005659660486379632,0.06035551006381723
2016-01-19,-0.003552764126934762,0.0022667582191096642,0.05668621614324016
2016-01-20,-0.049847882106822505,-0.00547460394019973,0.061420336220499576
2016-01-21,0.025576070348242195,-0.011929739229217712,0.05439532292463167
2016-01-22,0.01561663765999587,0.007709448376189585,0.03766416919982954
2016-01-25,-0.021206961734377756,-0.0066829799919794,0.030090996775932268
2016-01-26,0.01537978420323047,-0.002896470325946354,0.031729920356004346
2016-01-27,-0.004346504042805621,0.006203805286857022,0.018779934981325366
2016-01-28,0.023566401353580093,0.005801871487924602,0.01827642721024294
2016-01-29,0.05390848912018235,0.013460241779961898,0.028551598088545137
2016-02-01,0.10295251834407107,0.038292137795651666,0.04178729555765568
2016-02-02,-0.035452798240701466,0.02812562130686528,0.05334149800195278
2016-02-03,0.1358108372260656,0.056157089560639514,0.06707106748982311
2016-02-04,-0.06579078098079223,0.03828565309376505,0.08689980054886491
2016-02-05,0.026810441030804218,0.03286604347588944,0.08652607697402667
2016-02-08,0.0663317292460632,0.025541885656287854,0.08044667443693423
2016-02-09,0.05341020532750821,0.043314486369929794,0.07308152093521882
2016-02-10,0.010597476779525217,0.018271814280621718,0.05182370470352709
2016-02-11,0.03362385214319565,0.038154740905419295,0.02199600398599537
2016-02-12,0.0216017203347029,0.03711299676619903,0.02277707159359531
2016-02-15,0.01892828866221488,0.027632308649429366,0.01660355388748906
2016-02-16,0.09294306224924878,0.035538880033777476,0.033132828245301775
2016-02-17,0.07030059713585683,0.0474795041050438,0.03265175375714113
2016-02-18,0.019710455629004656,0.044696824802205604,0.03465895459737802
2016-02-19,0.10116015159645028,0.06060851105455508,0.03935030864070578
2016-02-22,0.07328637984882522,0.07148012929187714,0.03172662195804433
2016-02-23,0.10022174452489527,0.07293586574700645,0.03309509508753113
2016-02-24,0.0926323217295025,0.07740221066573558,0.034140905920768704
2016-02-25,0.021187446719852163,0.07769760888390508,0.03351764689719378
2016-02-26,0.03602766319392728,0.06467111120340048,0.03475333030180915
2016-02-29,0.10271329138368682,0.0705564935103728,0.03882966605189583
2016-03-01,0.09709063045861271,0.0699302706971163,0.038252595969362375
2016-03-02,0.06666144077987718,0.06473609450719123,0.03610210932228185
2016-03-03,0.07461753265194805,0.07542211169361039,0.026662954024416898
2016-03-04,0.1335886892854064,0.09493431691190622,0.02632228088035148
2016-03-07,0.04099024852076615,0.08258970833932208,0.03485309580826451
2016-03-08,0.09869566391217356,0.08291071503003425,0.03502700024912134
2016-03-09,0.061911310330479474,0.08196068894015471,0.03563701138573979
2016-03-10,0.061724826963634086,0.07938214780249192,0.036750204474587815
2016-03-11,0.12804315215570344,0.07827304037655133,0.034733642640849716
2016-03-14,0.11477776739467668,0.09303054415133342,0.030328916326673814
2016-03-15,0.11449208746753285,0.09618982886240529,0.031851104856746755
2016-03-16,0.13930707225906586,0.11166898124812256,0.02976588052982773
2016-03-17,0.07520663379942935,0.11436534261528161,0.024201048458841645
2016-03-18,0.10828415469922645,0.11041354312398624,0.022992269149532164
2016-03-21,0.058610016304085785,0.09917999290586804,0.032203157638492755
2016-03-22,0.09017539026908379,0.09431665346617824,0.031130915999257318
2016-03-23,0.06721065377047505,0.07989736976846007,0.01966948428644547
2016-03-24,0.07822555654027522,0.08050115431662924,0.019535375764332234
2016-03-25,0.10269903962279286,0.07938413130134253,0.017614879539308764
2016-03-28,0.031503380323899904,0.07396280410530535,0.02718080408187733
2016-03-29,0.17641517561186137,0.09121076117386087,0.05408642344469488
2016-03-30,0.020784943519159604,0.08192561912359778,0.06255814520637325
2016-03-31,0.009575475178410675,0.06819560285122488,0.0705910267991219
2016-04-01,0.1272991807175052,0.07311563107016734,0.07435402584491863
2016-04-04,0.10799574268263228,0.08841410354191383,0.07146487093578069
2016-04-05,0.09854846701080641,0.07284076182170282,0.05379308247176945
2016-04-06,0.09760122993079351,0.08820401910402961,0.045546424331327676
2016-04-07,0.06432547212054265,0.099154018492456,0.02283709553897096
2016-04-08,0.01874214878909168,0.0774426121067733,0.0367529744609859
2016-04-11,0.06597622845582377,0.06903870926141159,0.032588267742369365
2016-04-12,0.026824054425708205,0.05469382674439196,0.032133914273425865
2016-04-13,0.10785025492512312,0.056743631743257875,0.03568580212140909
2016-04-14,0.05007055097950712,0.05389264751505076,0.03549757400238412
2016-04-15,0.014395821893684317,0.0530233821359693,0.03660933829709155
2016-04-18,0.0377678984443824,0.04738171613368102,0.036286313468976164
2016-04-19,0.07257070658517,0.056531046565573374,0.035567199527729194
2016-04-20,0.021746521022538018,0.03931029978505636,0.023203632265180796
2016-04-21,0.006753300710958782,0.03064684973134669,0.026088946653556447
2016-04-22,0.05790454340650035,0.0393485940339099,0.02656509335171127
2016-04-25,0.05575004479067131,0.04294502330316768,0.02749842818269976
2016-04-26,0.015863188680885223,0.03160351972231072,0.0236497904287045
2016-04-27,0.015295633262403508,0.030313342170283825,0.02448323046561516
2016-04-28,0.0480173328570796,0.038566148599507986,0.021304494590411706
2016-04-29,-0.03849044735462011,0.019287150447283893,0.03715128724745235
2016-05-02,-0.039027236558064005,0.0003316941775368329,0.03806360148656404
2016-05-03,-0.007209183832566558,-0.004282780325153524,0.037096231875648984
2016-05-04,0.0153443217349182,-0.004273042630650584,0.03710266183188622
2016-05-05,0.038804010530427285,-0.006115707095981046,0.03395144377924444
2016-05-06,0.0942084590403981,0.020424074183022594,0.05026384558318109
2016-05-09,0.06044750773959755,0.0403190230425549,0.03935158391172711
2016-05-10,0.006635176484286406,0.04308789510592549,0.03546662668314702
2016-05-11,0.01069443757821243,0.042157918274584344,0.03642400436456703
2016-05-12,-0.04152060227165845,0.026092995714167195,0.052457768240487146
2016-05-13,0.004590237204237607,0.0081693513469351,0.03613736617915322
2016-05-16,-0.012055631332509767,-0.006331276467486363,0.02149616355870929
2016-05-17,0.015328012540163628,-0.00459270925631092,0.023098825778590047
2016-05-18,-0.04539927372801577,-0.015811451517556557,0.027094284293096082
2016-05-19,0.01865724854288257,-0.003775881354648355,0.02616895618403801
2016-05-20,0.06601406019947538,0.0085088832443992,0.04118653865999491
2016-05-23,-0.019412051785319635,0.007037599153837226,0.04222315666769597
2016-05-24,0.002724163072789651,0.004516829260362431,0.04198000478909291
2016-05-25,0.013724331513853785,0.016341550308736342,0.03139794511274362
2016-05-26,-0.04429722851052703,0.003750654898054423,0.04129881848000527
2016-05-27,-0.01651461508526688,-0.012755080158894028,0.02232780055387618
2016-05-30,-0.030600137960318304,-0.01499269739389376,0.023681315802463295
2016-05-31,-0.02988172652330865,-0.021513875313113422,0.022013553262104423
2016-06-01,-0.07697480308705618,-0.03965370223329542,0.023061346418789187
2016-06-02,-0.04067833667830871,-0.03892992386685175,0.022935622176155978
2016-06-03,-0.020601938542289186,-0.039747388558256214,0.02199033193305999
2016-06-06,0.023441127678141584,-0.028939135430564235,0.03626059674908616
2016-06-07,-0.004780608520089276,-0.023918911829920363,0.037802302264257216
2016-06-08,0.05127528146004219,0.0017311050794993122,0.03628249748875044
2016-06-09,-0.09840019539478242,-0.009813266663795431,0.0566282449088125
2016-06-10,-0.020072729486640573,-0.009707424852665708,0.05660352818039795
2016-06-13,-0.058182253007586004,-0.026032100989811225,0.056423277077648396
2016-06-14,0.038477876722233365,-0.017380403941346698,0.06338374548701371
2016-06-15,-0.11509010085055423,-0.05065348040346598,0.061984051202173464
2016-06-16,-0.12032187066366484,-0.05503781545724247,0.06679430038072326
2016-06-17,-0.11196135489912167,-0.07341554053973869,0.06740723711705904
2016-06-20,-0.19183548467725547,-0.10014618687367258,0.08425190697599634
2016-06-21,-0.11556814113698895,-0.13095539044551702,0.03416396441489565
2016-06-22,-0.13086512024337493,-0.1341103943240812,0.0330425345031885
2016-06-23,-0.08900299744892874,-0.12784661968113398,0.038780200649971244
2016-06-24,-0.08303289569718644,-0.12206092784074692,0.043600954460777885
2016-06-27,-0.00989168402222336,-0.08567216770974048,0.0466286233908206
2016-06-28,-0.05973781651724751,-0.0745061027857922,0.044306687961513234
2016-06-29,-0.1396399646610126,-0.07626107166931975,0.04717788657719057
2016-06-30,-0.1592260342689307,-0.09030567903332014,0.06049294441110083
2016-07-01,-0.09319237638574027,-0.0923375751710309,0.06035806062299394
2016-07-04,-0.18725333215663076,-0.12780990479791238,0.051216762489720576
2016-07-05,-0.033090178552425645,-0.12248037720494802,0.06059831898456893
2016-07-06,-0.0690784894787594,-0.10836808216849736,0.0637380397998347
2016-07-07,-0.15486043703188224,-0.10749496272108768,0.06289146792520223
